119
1
1090	0.0297279
2
1080	0.0419429
1090	0.0956993
3
1070	0.0559491
1080	0.092455
1090	0.199165
4
1060	0.0648635
1070	0.0839378
1080	0.172558
1090	0.237965
5
1050	0.0629481
1060	0.0920402
1070	0.16876
1080	0.253021
1090	0.283405
6
1040	0.0102024
1050	0.0862381
1060	0.106811
1070	0.195575
1080	0.257217
1090	0.30619
7
1030	0.0193792
1040	0.0858298
1050	0.113539
1060	0.191546
1070	0.271846
1080	0.30796
1090	0.416304
8
1020	0.0310445
1030	0.0884388
1040	0.123664
1050	0.192831
1060	0.286997
1070	0.314208
1080	0.41428
1090	0.449742
9
1010	0.0395237
1020	0.0714643
1030	0.128094
1040	0.172065
1050	0.277626
1060	0.307622
1070	0.383992
1080	0.455797
1090	0.49514
10
1000	0.0373749
1010	0.0626555
1020	0.139268
1030	0.158722
1040	0.250285
1050	0.31046
1060	0.358493
1070	0.467157
1080	0.483503
1090	0.527562
21
890	0.00288248
900	0.00288248
910	0.00288248
920	0.00288248
930	0.00288248
940	0.00288248
950	0.00288248
960	0.00288248
970	0.00288248
980	0.00288248
990	0.00484293
1000	0.0546752
1010	0.0786908
1020	0.143056
1030	0.178089
1040	0.285639
1050	0.318474
1060	0.387333
1070	0.470945
1080	0.501603
1090	0.535398
22
880	0.0142461
890	0.0142461
900	0.0142461
910	0.0142461
920	0.0142461
930	0.0142461
940	0.0142461
950	0.0142461
960	0.0142461
970	0.0142461
980	0.0142461
990	0.0418025
1000	0.0724611
1010	0.13945
1020	0.166667
1030	0.245306
1040	0.324876
1050	0.361283
1060	0.470504
1070	0.492153
1080	0.542074
1090	0.573646
23
870	0.0256097
880	0.0256097
890	0.0256097
900	0.0256097
910	0.0256097
920	0.0256097
930	0.0256097
940	0.0256097
950	0.0256097
960	0.0256097
970	0.0256097
980	0.0356803
990	0.077632
1000	0.119219
1010	0.167849
1020	0.220908
1030	0.33624
1040	0.351856
1050	0.435031
1060	0.494834
1070	0.543591
1080	0.568568
1090	0.593233
24
860	0.00239772
870	0.0293976
880	0.0293976
890	0.0293976
900	0.0293976
910	0.0293976
920	0.0293976
930	0.0293976
940	0.0293976
950	0.0293976
960	0.0293976
970	0.0293976
980	0.0491697
990	0.0843539
1000	0.140594
1010	0.177009
1020	0.244498
1030	0.340027
1040	0.367248
1050	0.464263
1060	0.503084
1070	0.557204
1080	0.583809
1090	0.60598
64
460	0.0301383
470	0.0301383
480	0.0301383
490	0.0301383
500	0.0301383
510	0.0301383
520	0.0301383
530	0.0301383
540	0.0301383
550	0.0301383
560	0.0301383
570	0.0301383
580	0.0301383
590	0.0301383
600	0.0301383
610	0.0301383
620	0.0301383
630	0.0301383
640	0.0301383
650	0.0301383
660	0.0301383
670	0.0301383
680	0.0301383
690	0.0301383
700	0.0301383
710	0.0301383
720	0.0301383
730	0.0301383
740	0.0301383
750	0.0301383
760	0.0301383
770	0.0301383
780	0.0301383
790	0.0301383
800	0.0301383
810	0.0301383
820	0.0301383
830	0.0301383
840	0.0301383
850	0.054275
860	0.0597007
870	0.0597007
880	0.0597007
890	0.0597007
900	0.0597007
910	0.0597007
920	0.0597007
930	0.0597007
940	0.0597007
950	0.0597007
960	0.0682438
970	0.111509
980	0.15173
990	0.201128
1000	0.253725
1010	0.353389
1020	0.384253
1030	0.468842
1040	0.52832
1050	0.576276
1060	0.600956
1070	0.625857
1080	0.697018
1090	0.777498
65
450	0.0175123
460	0.0490777
470	0.0490777
480	0.0490777
490	0.0490777
500	0.0490777
510	0.0490777
520	0.0490777
530	0.0490777
540	0.0490777
550	0.0490777
560	0.0490777
570	0.0490777
580	0.0490777
590	0.0490777
600	0.0490777
610	0.0490777
620	0.0490777
630	0.0490777
640	0.0490777
650	0.0490777
660	0.0490777
670	0.0490777
680	0.0490777
690	0.0490777
700	0.0490777
710	0.0490777
720	0.0490777
730	0.0490777
740	0.0490777
750	0.0490777
760	0.0490777
770	0.0490777
780	0.0490777
790	0.0490777
800	0.0490777
810	0.0490777
820	0.0490777
830	0.0490777
840	0.0785546
850	0.0786401
860	0.0786401
870	0.0786401
880	0.0786401
890	0.0786401
900	0.0786401
910	0.0786401
920	0.0786401
930	0.0786401
940	0.0786401
950	0.0902618
960	0.130756
970	0.177785
980	0.221305
990	0.281088
1000	0.38927
1010	0.407161
1020	0.49544
1030	0.548141
1040	0.603141
1050	0.623787
1060	0.647533
1070	0.726056
1080	0.796501
1090	0.839544
68
420	0.000971386
430	0.000971386
440	0.00100626
450	0.0213002
460	0.0528656
470	0.0528656
480	0.0528656
490	0.0528656
500	0.0528656
510	0.0528656
520	0.0528656
530	0.0528656
540	0.0528656
550	0.0528656
560	0.0528656
570	0.0528656
580	0.0528656
590	0.0528656
600	0.0528656
610	0.0528656
620	0.0528656
630	0.0528656
640	0.0528656
650	0.0528656
660	0.0528656
670	0.0528656
680	0.0528656
690	0.0528656
700	0.0528656
710	0.0528656
720	0.0528656
730	0.0528656
740	0.0528656
750	0.0528656
760	0.0528656
770	0.0528656
780	0.0528656
790	0.0528656
800	0.0528656
810	0.0528656
820	0.0528656
830	0.0530965
840	0.0824279
850	0.0824279
860	0.0824279
870	0.0824279
880	0.0824279
890	0.0824279
900	0.0824279
910	0.0824279
920	0.0824279
930	0.0824279
940	0.0824279
950	0.103267
960	0.137688
970	0.196135
980	0.230572
990	0.300564
1000	0.393058
1010	0.421636
1020	0.521934
1030	0.556555
1040	0.610214
1050	0.638153
1060	0.659933
1070	0.747243
1080	0.802664
1090	0.857503
74
360	0
370	0
380	0
390	0
400	0
410	0
420	0.00475926
430	0.00475926
440	0.00479414
450	0.0250881
460	0.0566534
470	0.0566534
480	0.0566534
490	0.0566534
500	0.0566534
510	0.0566534
520	0.0566534
530	0.0566534
540	0.0566534
550	0.0566534
560	0.0566534
570	0.0566534
580	0.0566534
590	0.0566534
600	0.0566534
610	0.0566534
620	0.0566534
